title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
There Was an Old Lady Who Swallowed a Fly,Pam Adams,https://www.goodreads.com/book/show/949709.There_Was_an_Old_Lady_Who_Swallowed_a_Fly,There was an old lady who swallowed a fly,Pam Adams,https://covers.openlibrary.org/b/id/651393-L.jpg,https://openlibrary.org/works/OL18299726W,"An illustrated version of the cumulative folk song in which the solution proves worse than the predicament when an old lady swallows a fly. Some pages are die-cut, permitting a portion of the next illustration to be seen.",There Was An Old Lady Who Swallowed A Fly,Pam Adams
Coraline,Neil Gaiman,https://www.goodreads.com/book/show/17061.Coraline,Coraline,Neil Gaiman,https://covers.openlibrary.org/b/id/14171421-L.jpg,https://openlibrary.org/works/OL679358W,"When Coraline steps through a door to find another house strangely similar to her own (only better), things seem marvelous.

But there's another mother there, and another father, and they want her to stay and be their little girl. They want to change her and never let her go.

Coraline will have to fight with all her wit and courage if she is to save herself and return to her ordinary life.",Coraline,Neil Gaiman
"Little Women (Little Women, #1)",Louisa May Alcott,https://www.goodreads.com/book/show/1934.Little_Women,Little Women,Louisa May Alcott,https://covers.openlibrary.org/b/id/8775559-L.jpg,https://openlibrary.org/works/OL29983W,"Louisa May Alcotts classic novel, set during the Civil War, has always captivated even the most reluctant readers. Little girls, especially, love following the adventures of the four March sisters--Meg, Beth, Amy, and most of all, the tomboy Jo--as they experience the joys and disappointments, tragedies and triumphs, of growing up. This simpler version captures all the charm and warmth of the original.","Little Women (Little Women, #1)",Louisa May Alcott
Number the Stars,Lois Lowry,https://www.goodreads.com/book/show/47281.Number_the_Stars,Number the Stars,Lois Lowry,https://covers.openlibrary.org/b/id/13249599-L.jpg,https://openlibrary.org/works/OL1846074W,"Ten-year-old Annemarie Johansen and her best friend, Ellen Rosen, often think about life before the war. But it's now 1943, and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching in their town.
The Nazis won't stop. The Jews of Denmark are being ""relocated,"" so Ellen moves in with the Johansens and pretends to be part of the family. Then Annemarie is asked to go on a dangerous mission. Somehow she must find the strength and courage to save her best friend's life. There's no turning back now.",Number The Stars,Lois Lowry
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,Little House on the Prairie,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/11277564-L.jpg,https://openlibrary.org/works/OL1719792W,"When Laura Ingalls and her family leave their little house in the Big Woods of Wisconsin, they head west for the open prairie skies of Kansas Territory. They travel for many days in their covered wagon until they find the perfect spot for Pa to build them a new home. Soon they are planting and plowing, hunting wild ducks and turkeys, and gathering grass for their cows. But just when they begin to feel settled, they are caught in the middle of a dangerous conflict.

Based on the real-life adventures of Laura Ingalls Wilder, Little House on the Prairie is the third book in the award-winning Little House series, which has captivated generations of readers with its depiction of life on the American frontier.
([source][1])


  [1]: https://www.littlehousebooks.com/books/little-house-on-the-prairie/9780062470744/","Little House On The Prairie (Little House, #3)",Laura Ingalls Wilder
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,https://www.goodreads.com/book/show/24337.Ella_Enchanted,Ella Enchanted,Gail Carson Levine,https://covers.openlibrary.org/b/id/50323-L.jpg,https://openlibrary.org/works/OL14372W,"In this novel based on the story of Cinderella, Ella struggles against the childhood curse that forces her to obey any order given to her.","Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine
"The Borrowers (The Borrowers, #1)",Mary Norton,https://www.goodreads.com/book/show/348573.The_Borrowers,The Borrowers,Mary Norton,https://covers.openlibrary.org/b/id/6384556-L.jpg,https://openlibrary.org/works/OL78564W,"This book is full of fun and adventure, explaining the life of not exactly normal people. Journey alongside the ""Borrowers"" as they go on a daring adventure, outwitting every problem they face.","The Borrowers (The Borrowers, #1)",Mary Norton
"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,https://www.goodreads.com/book/show/37741.Tales_of_a_Fourth_Grade_Nothing,Tales of a Fourth Grade Nothing,Judy Blume,https://covers.openlibrary.org/b/id/9268263-L.jpg,https://openlibrary.org/works/OL1838382W,"Tales of a Fourth Grade Nothing is a children's novel written by American author Judy Blume and published in 1972. It is the first in the Fudge series. The story focuses on a nine-year-old boy named Peter Warren Hatcher and his relationship with his two-and-a-half-year-old brother, Farley Drexel ""Fudge"" Hatcher. 


----------
Also contained in:
[Tales of a Fourth Grade Nothing / Superfudge](https://openlibrary.org/works/OL24313213W)","Tales Of A Fourth Grade Nothing (Fudge, #1)",Judy Blume
The Going To Bed Book,Sandra Boynton,https://www.goodreads.com/book/show/53580.The_Going_To_Bed_Book,The Going to Bed Book,Sandra Boynton,https://covers.openlibrary.org/b/id/438326-L.jpg,https://openlibrary.org/works/OL1738446W,"An assortment of animals on a boat take a bath, put on their pajamas, brush their teeth, and exercise before going to bed.",The Going To Bed Book,Sandra Boynton
Because of Winn-Dixie,Kate DiCamillo,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,Because of Winn-Dixie,Kate DiCamillo,https://covers.openlibrary.org/b/id/2241356-L.jpg,https://openlibrary.org/works/OL468658W,"Ten-year-old India Opal Buloni describes her first summer in the town of Naomi, Florida, and all the good things that happen to her because of her big ugly dog Winn-Dixie.",Because Of Winn-Dixie,Kate Dicamillo
How to Eat Fried Worms,Thomas Rockwell,https://www.goodreads.com/book/show/322351.How_to_Eat_Fried_Worms,How To Eat Fried Worms,Thomas Rockwell,https://covers.openlibrary.org/b/id/14228597-L.jpg,https://openlibrary.org/works/OL4449820W,See https://openlibrary.org/works/OL4449847W/How_to_Eat_Fried_Worms,How To Eat Fried Worms,Thomas Rockwell
The Napping House,Audrey Wood,https://www.goodreads.com/book/show/815234.The_Napping_House,The Napping House (La Casa Adormecida),Audrey Wood,https://covers.openlibrary.org/b/id/114437-L.jpg,https://openlibrary.org/works/OL547418W,"In this cumulative tale, a wakeful flea atop a number of sleeping creatures causes a commotion, with just one bite.",The Napping House,Audrey Wood
Mike Mulligan and His Steam Shovel,Virginia Lee Burton,https://www.goodreads.com/book/show/153542.Mike_Mulligan_and_His_Steam_Shovel,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,https://covers.openlibrary.org/b/id/1196476-L.jpg,https://openlibrary.org/works/OL3253363W,"When Mike Mulligan and his steam shovel, Mary Ann, lose their jobs to the gasoline, electric, and diesel motor shovels, they go to a little country town where they find that one new job leads to another.",Mike Mulligan And His Steam Shovel,Virginia Lee Burton
"Watership Down (Watership Down, #1)",Richard  Adams,https://www.goodreads.com/book/show/76620.Watership_Down,Watership Down,Richard Adams,https://covers.openlibrary.org/b/id/6450196-L.jpg,https://openlibrary.org/works/OL2096536W,"*Watership Down* is the compelling tale of a group of wild rabbits struggling to hold onto their place in the world—soon to be a BBC and Netflix animated miniseries starring James McAvoy, Nicholas Hoult, and Oscar and Grammy award-winning Sir Ben Kingsley.

A phenomenal worldwide bestseller for more than forty years, Richard Adams's *Watership Down* is a timeless classic and one of the most beloved novels of all time. Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of brothers, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.","Watership Down (Watership Down, #1)",Richard Adams
The Day the Crayons Quit,Drew Daywalt,https://www.goodreads.com/book/show/16101018-the-day-the-crayons-quit,The Day the Crayons Quit,Drew Daywalt,https://covers.openlibrary.org/b/id/8314152-L.jpg,https://openlibrary.org/works/OL17104369W,"When Duncan arrives at school one morning, he finds a stack of letters, one from each of his crayons, complaining about how he uses them.",The Day The Crayons Quit,Drew Daywalt
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,https://www.goodreads.com/book/show/152380.Mary_Poppins,Mary Poppins,P. L. Travers,https://covers.openlibrary.org/b/id/7421-L.jpg,https://openlibrary.org/works/OL262141W,"An extraordinary English nanny blows in on the East Wind with her parrot-headed umbrella and magic carpetbag and introduces her charges, Jane and Michael, to some delightful people and experiences.","Mary Poppins (Mary Poppins, #1)",P.L. Travers
Where the Red Fern Grows,Wilson Rawls,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,Where the Red Fern Grows,Wilson Rawls,https://covers.openlibrary.org/b/id/7996608-L.jpg,https://openlibrary.org/works/OL465360W,"Where the Red Fern Grows is a 1961 children's novel by Wilson Rawls about a boy who buys two hunting dogs.

----------
Also contained in:
[Prentice Hall Literature: Bronze](https://openlibrary.org/works/OL24558491W)",Where The Red Fern Grows,Wilson Rawls
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,The Bad Beginning,Lemony Snicket,https://covers.openlibrary.org/b/id/7255974-L.jpg,https://openlibrary.org/works/OL15104144W,"After the sudden death of their parents, the three Baudelaire children must depend on each other and their wits when it turns out that the distant relative who is appointed their guardian is determined to use any means necessary to get their fortune.","The Bad Beginning (A Series Of Unfortunate Events, #1)",Lemony Snicket
"Heidi (Heidi, #1-2)",Johanna Spyri,https://www.goodreads.com/book/show/93.Heidi,Heidi,Johanna Spyri,https://covers.openlibrary.org/b/id/2668686-L.jpg,https://openlibrary.org/works/OL1455042W,"***The famous Swiss classic about Heidi, a five-year-old orphan girl*** who goes to live with her grandfather, and his goats, in an alm (Alpine pasture)...up the Alps. **One of the most loved classics ...both by children and adults, alike.**

***Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she dreams of returning to the mountains and meadows, her friend Peter, and her beloved grandfather.***","Heidi (Heidi, #1-2)",Johanna Spyri
Bread and Jam for Frances,Russell Hoban,https://www.goodreads.com/book/show/911579.Bread_and_Jam_for_Frances,Bread and jam for Frances,Russell Hoban,https://covers.openlibrary.org/b/id/23710-L.jpg,https://openlibrary.org/works/OL74290W,"""Jam on toast,"" sings Frances about the food she likes most--until she has it for the sixth meal in two days",Bread And Jam For Frances,Russell Hoban
"Are You There God? It’s Me, Margaret",Judy Blume,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,"Are You There God? It's Me, Margaret.",Judy Blume,https://covers.openlibrary.org/b/id/12388102-L.jpg,https://openlibrary.org/works/OL268217W,"Are You There God? It's Me, Margaret. is a 1970 novel by Judy Blume, typically categorized as a young adult book. It follows a sixth-grade girl who has grown up without a religious affiliation, due to her parents' interfaith marriage. The novel explores her quest for a single religion, while confronting typical issues faced by early adolescent girls going through puberty, such as buying her first bra, having her first period, and feeling attracted to certain boys. The novel has been frequently challenged since the 1980s for its frank discussions of sexual and religious topics.

In 2010, the book was placed on Time's list of the top 100 fiction books written in English since 1923.","Are You There God? It’S Me, Margaret",Judy Blume
Creepy Carrots!,Aaron Reynolds,https://www.goodreads.com/book/show/13259987-creepy-carrots,Creepy carrots!,Aaron Reynolds,https://covers.openlibrary.org/b/id/7256095-L.jpg,https://openlibrary.org/works/OL15520771W,"The carrots that grow in Crackenhopper Field are the fattest and crispiest around and Jasper Rabbit cannot resist pulling some to eat each time he passes by, until he begins hearing and seeing creepy carrots wherever he goes.",Creepy Carrots!,Aaron Reynolds
Stuart Little,E.B. White,https://www.goodreads.com/book/show/138959.Stuart_Little,Stuart Little,E. B. White,https://covers.openlibrary.org/b/id/10522876-L.jpg,https://openlibrary.org/works/OL483385W,"Stuart Little is no ordinary mouse. Born to a family of humans, he lives in New York City with his parents, his older brother George, and Snowbell the cat. Though he's shy and thoughtful, he's also a true lover of adventure.

Stuart's greatest adventure comes when his best friend, a beautiful little bird named Margalo, disappears from her nest. Determined to track her down, Stuart ventures away from home for the very first time in his life. He finds adventure aplenty. But will he find his friend?",Stuart Little,E.B. White
What Do People Do All Day?,Richard Scarry,https://www.goodreads.com/book/show/313375.What_Do_People_Do_All_Day_,What Do People Do All Day?,Richard Scarry,https://covers.openlibrary.org/b/id/8542-L.jpg,https://openlibrary.org/works/OL65032W,"INSIDE FRONT COVER is labeled with numeral 2 on the lower left corner.
Top of page text reads, ""Welcome to Busytown. We all live in Busytown and we are all workers. We work hard so that there will be enough food and house and clothing for our families."".

Following the above text, are drawings of characters in work apparel with their names beneath each are organized by Job Type and/or Animal Family, and appear in the following order. Words shown below in parenthesis are my notations.

Mortimer (mouse)
Mayor Fox (holding a sign that reads, ""Welcome to Busytown"")
Farmer Alfalfa (goat)
Grocer Cat (calico male cat [identified by wearing pants])
Mother (calico female cat [identified by wearing a dress])
Huckle (calico cat)
Captain Salty (calico cat)
Lookout Louie (mouse)
King Coal (beaver, identified by 2 large front teeth)
Captain Reddy, the pilot (not sure what animal?)
Sarah (cat)
Able Baker Charlie (mouse)
Chief Road Engineer (brown bear)
Mother (brown bear)
Betsy (girl brown bear)
Grandma (brown bear)
Bugdozer (small green/white bug sitting on a small bulldozer machine)

FACE PAGE is labeled with numeral 3 on the lower right covern.
Top of page text reads, ""Children are workers, too. Many children are helper workers. Are you a helper?"". The following characters are on this page. Words in parenthesis are my notations.

Nurse Nell (cat)
Doctor Lion
Stitches (bunny holding a tape measure)
Blacksmith Fox
Daddy Pig (dressed as a house painter)
Mommy (pig using a vacuum)
Harry (pig holding a floor mop)
Sally (pig drying a dish)
Mommy Stitches (bunny w/baby bunny)
Abby (bunny)
Lowly Worm (wearing a red hat)
Wild Bill Hiccup (raccoon dressed as a Native American)
Following are drawings of Firemen pigs: Smokey, Sparky, Snozzle
Sawdust, the carpenter (cat holding a hammer and ladder)
Zip, the postman (raccoon with mail bag full of letters)
Sergeant Murphy (brown bear wearing a white helmut and blue uniform with 3 yellow sergeant strips on arm; he's stitting on a red motorcycle.

Text at bottom of this page  reads: ""Come! Let us see the many different workers working at their jobs."" 

Page 4 contains the following text at the top of page: ""This is Busytown. My, what a nice town!"". Following are illustrations of a Red Building with a tower that reads, ""Town Hall""., and ""Hotel Sun"" building, and a green building labeled, 'Post office"". At the bottom of page is the copyright information:
 ""Copyright, 1968, by Richard Scarry""
""All rights reserved...""

Page 5 is the Title Page with illustrations of a red building and beneath windows are descriptions of the people inside and what job they're doing.

The rest of the book contains descriptions of the Town of Busytown and the various activities that operate to keep the people, businesses, and utilities running efficiently. Colorful illustrations throughout the book dominate every page with text interspersed between the illustrations.",What Do People Do All Day?,Richard Scarry
The Invisible Boy,Trudy Ludwig,https://www.goodreads.com/book/show/17140549-the-invisible-boy,The Invisible Boy,Trudy Ludwig,https://covers.openlibrary.org/b/id/10566292-L.jpg,https://openlibrary.org/works/OL19969916W,"Meet Brian, the invisible boy. Nobody ever seems to notice him or think to include him in their group, game, or birthday party... until, that is, a new kid comes to class.

When Justin, the new boy, arrives, Brian is the first to make him feel welcome. And when Brian and Justin team up to work on a class project together, Brian finds a way to shine.

From esteemed author and speaker Trudy Ludwig and acclaimed illustrator Patrice Barton, this gentle story shows how small acts of kindness can help children feel included and allow them to flourish. Any parent, teacher, or counselor looking for material that sensitively addresses the needs of quieter children will find The Invisible Boy a valuable and important resource.

Includes backmatter with discussion questions and resources for further reading.",The Invisible Boy,Trudy Ludwig
To Kill a Mockingbird,Harper Lee,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,To Kill a Mockingbird,Harper Lee,https://covers.openlibrary.org/b/id/12606502-L.jpg,https://openlibrary.org/works/OL3140822W,"One of the best-loved stories of all time, To Kill a Mockingbird has been translated into more than 40 languages, sold more than 30 million copies worldwide, served as the basis for an enormously popular motion picture, and voted one of the best novels of the 20th century by librarians across the United States. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father -- a crusading local lawyer -- risks everything to defend a black man unjustly accused of a terrible crime.

Lawyer Atticus Finch defends Tom Robinson -- a black man charged with the rape of a white girl. Writing through the young eyes of Finch's children Scout and Jem, Harper Lee explores with rich humor and unswerving honesty the irrationality of adult attitudes toward race and class in small-town Alabama during the mid-1930s Depression years. The conscience of a town steeped in prejudice, violence, and hypocrisy is pricked by the stamina and quiet heroism of one man's struggle for justice. But the weight of history will only tolerate so much.


----------
Also contained in:

 - [Best Sellers from Reader's Digest Condensed Books](https://openlibrary.org/works/OL16035425W)",To Kill A Mockingbird,Harper Lee
There's a Wocket in My Pocket!,Dr. Seuss,https://www.goodreads.com/book/show/310272.There_s_a_Wocket_in_My_Pocket_,There's a Wocket in my Pocket!,Dr. Seuss,https://covers.openlibrary.org/b/id/255219-L.jpg,https://openlibrary.org/works/OL1898300W,"A household of unusual creatures help beginning readers recognize common ""household"" words.

(goodreads review) Like the parent Beginner Books, Bright & Early Books feature the same affordable hardcover format, imaginative stories, and colorful pictures. Geared for a younger audience, these books use simple words, repetition, and pictures that act as clues to the text.",There'S A Wocket In My Pocket!,Dr. Seuss
Harriet the Spy,Louise Fitzhugh,https://www.goodreads.com/book/show/232576.Harriet_the_Spy,Harriet the Spy,Louise Fitzhugh,https://covers.openlibrary.org/b/id/12569145-L.jpg,https://openlibrary.org/works/OL5277971W,"Harriet the Spy is a children's novel written and illustrated by Louise Fitzhugh that was published in 1964. It has been called ""a milestone in children's literature"" and a ""classic"". In the U.S. it ranked number 12 in The 50 Best Books for Kids and number 17 in The Top 100 Children's Novels on two lists generated in 2012.",Harriet The Spy,Louise Fitzhugh
We're Going on a Bear Hunt,Michael Rosen,https://www.goodreads.com/book/show/201126.We_re_Going_on_a_Bear_Hunt,We're Going on a Bear Hunt,Michael Rosen,https://covers.openlibrary.org/b/id/433694-L.jpg,https://openlibrary.org/works/OL832133W,"Brave bear hunters go through grass, a river, mud, and other obstacles before the inevitable encounter with the bear forces a headlong retreat.",We'Re Going On A Bear Hunt,Michael Rosen
How Do Dinosaurs Say Good Night?,Jane Yolen,https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,Jane Yolen,https://covers.openlibrary.org/b/id/7092593-L.jpg,https://openlibrary.org/works/OL15161074W,"Mother and child ponder the different ways a dinosaur can say goodnight, from slamming his tail and pouting to giving a big hug and kiss.",How Do Dinosaurs Say Good Night?,Jane Yolen
"No, David!",David Shannon,https://www.goodreads.com/book/show/1062516.No_David_,"No, David!",David Shannon,https://covers.openlibrary.org/b/id/2269809-L.jpg,https://openlibrary.org/works/OL547372W,"A young boy is depicted doing a variety of naughty things for which he is repeatedly admonished, but finally he gets a hug.","No, David!",David Shannon
If You Give a Moose a Muffin,Laura Numeroff,https://www.goodreads.com/book/show/826584.If_You_Give_a_Moose_a_Muffin,If You Give a Moose a Muffin,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/50948-L.jpg,https://openlibrary.org/works/OL61429W,Chaos can ensue if you give a moose a muffin and start him on a cycle of urgent requests.,If You Give A Moose A Muffin,Laura Numeroff
My Big Fat Zombie Goldfish,Mo O'Hara,https://www.goodreads.com/book/show/17405203-my-big-fat-zombie-goldfish,My big fat zombie goldfish,Mo O'Hara,https://covers.openlibrary.org/b/id/8967892-L.jpg,https://openlibrary.org/works/OL20057538W,"When Tom and his best friend rescued Frankie the goldfish from his evil-scientist big brother s toxic gunge, their new pet came back as a BIG FAT ZOMBIE GOLDFISH.",My Big Fat Zombie Goldfish,Mo O'Hara
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,https://www.goodreads.com/book/show/28187.The_Lightning_Thief,The Lightning Thief,Rick Riordan,https://covers.openlibrary.org/b/id/7239831-L.jpg,https://openlibrary.org/works/OL492658W,"Twelve-year-old Percy Jackson is on the most dangerous quest of his life.  With the help of a satyr and a daughter of Athena, Percy must journey across the United States to catch a thief who has stolen the original weapon of mass destruction—Zeus’ master bolt.  Along the way, he must face a host of mythological enemies determined to stop him.  Most of all, he must come to terms with a father he has never known, and an Oracle that has warned him of betrayal by a friend.","The Lightning Thief (Percy Jackson And The Olympians, #1)",Rick Riordan
Island of the Blue Dolphins,Scott O'Dell,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,Island of the Blue Dolphins,Scott O'Dell,https://covers.openlibrary.org/b/id/5021868-L.jpg,https://openlibrary.org/works/OL4466828W,"Story of a young girl abandoned on a small island by her family and her village, and of her fight for survival.

The incredible courage, determination and strength of this girl is showcased throughout as she learns to do the things that only the men of her tribe did before, and battles not only the hunters who frequent the island, but also her desperate loneliness as well...

Excellent read for kids 11 and older.",Island Of The Blue Dolphins,Scott O'Dell
"The Most Magnificent Thing (Most Magnificent, 1)",Ashley Spires,https://www.goodreads.com/book/show/18383325-the-most-magnificent-thing,The Most Magnificent Thing,Ashley Spires,https://covers.openlibrary.org/b/id/12041270-L.jpg,https://openlibrary.org/works/OL17893614W,"A little girl and her canine assistant set out to make the most magnificent thing. But after much hard work, the end result is not what the girl had in mind. Frustrated, she quits. Her assistant suggests a long walk, and as they walk, it slowly becomes clear what the girl needs to do to succeed. A charming story that will give kids the most magnificent thing: perspective!","The Most Magnificent Thing (Most Magnificent, 1)",Ashley Spires
The Hundred Dresses,Eleanor Estes,https://www.goodreads.com/book/show/42369.The_Hundred_Dresses,The Hundred Dresses,Eleanor Estes,https://covers.openlibrary.org/b/id/10703361-L.jpg,https://openlibrary.org/works/OL78547W,"Wanda wore the same faded blue dress to school every day. It was always clean but sometimes it looked as though it had been washed and never ironed. Peggy started the game of the dresses when suddenly one day Wanda said, ""I have a hundred dresses at home — all lined up in my closet."" After that it was fun to stop Wanda on the way to school and ask, ""How many dresses did you say you have?"" ""A hundred,"" she would answer. Then everyone laughed and Wanda's lips would tight- en as she walked off with one shoulder hunched up in a way none of the girls understood. Wanda did have the hundred dresses, and this is the story of how Peggy and Maddie came to under- stand about them and about what their game had meant to Wanda.

This tender and lovely story is illustrated by Louis Slobodkin, winner of the Caldecott Medal for 1944. His illustrations in full color brilliantly convey the feeling and the overtones of the story.",The Hundred Dresses,Eleanor Estes
Bedtime for Frances,Russell Hoban,https://www.goodreads.com/book/show/906541.Bedtime_for_Frances,Bedtime for Frances,Russell Hoban,https://covers.openlibrary.org/b/id/13607812-L.jpg,https://openlibrary.org/works/OL74253W,It's bedtime for Frances! But Frances can't seem to get to sleep. What will help her get to sleep?,Bedtime For Frances,Russell Hoban
Rikki-Tikki-Tavi,Rudyard Kipling,https://www.goodreads.com/book/show/577542.Rikki_Tikki_Tavi,Rikki-Tikki-Tavi,Rudyard Kipling,https://covers.openlibrary.org/b/id/4123182-L.jpg,https://openlibrary.org/works/OL20139W,"A courageous mongoose thwarts the evil plans of Nag and Nagaina, two big black cobras who live in the garden.",Rikki-Tikki-Tavi,Rudyard Kipling
If You Give a Pig a Pancake,Laura Joffe Numeroff,https://www.goodreads.com/book/show/826585.If_You_Give_a_Pig_a_Pancake,If You Give a Pig a Pancake,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/51172-L.jpg,https://openlibrary.org/works/OL61437W,One thing leads to another when you give a pig a pancake. Find out what happens to a little girl when she kindly offers her pig a pancake. She'll wish she hadn't!,If You Give A Pig A Pancake,Laura Joffe Numeroff
The Invention of Hugo Cabret,Brian Selznick,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,The Invention of Hugo Cabret,Brian Selznick,https://covers.openlibrary.org/b/id/10986715-L.jpg,https://openlibrary.org/works/OL50231W,"ORPHAN, CLOCK KEEPER, AND THIEF, twelve-year-old Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric girl and the owner of a small toy booth in the train station, Hugo’s undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message all come together...in The Invention of Hugo Cabret.

This 526-page book is told in both words and pictures. The Invention of Hugo Cabret is not exactly a novel, and it’s not quite a picture book, and it’s not really a graphic novel, or a flip book, or a movie, but a combination of all these things. Each picture (there are nearly three hundred pages of pictures!) takes up an entire double page spread, and the story moves forward because you turn the pages to see the next moment unfold in front of you.
([source](https://www.theinventionofhugocabret.com/about_hugo_intro.htm))",The Invention Of Hugo Cabret,Brian Selznick
In the Night Kitchen,Maurice Sendak,https://www.goodreads.com/book/show/95144.In_the_Night_Kitchen,In the Night Kitchen,Maurice Sendak,https://covers.openlibrary.org/b/id/6518765-L.jpg,https://openlibrary.org/works/OL2568868W,A little boy's dream-fantasy in which he helps three fat bakers get milk for their cake batter.,In The Night Kitchen,Maurice Sendak
I Was So Mad (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386421.I_Was_So_Mad,I Was So Mad,Mercer Mayer,https://covers.openlibrary.org/b/id/6517846-L.jpg,https://openlibrary.org/works/OL78994W,A child tries a variety of ways to dissolve anger.,I Was So Mad (A Golden Look-Look Book),Mercer Mayer
The Grouchy Ladybug,Eric Carle,https://www.goodreads.com/book/show/336161.The_Grouchy_Ladybug,The Grouchy Ladybug,Eric Carle,https://covers.openlibrary.org/b/id/51010-L.jpg,https://openlibrary.org/works/OL52966W,"A grouchy ladybug, looking for a fight, challenges everyone she meets regardless of their size or strength. Brilliantly illustrated in collage, the pages vary in size with the size of the animal. Brilliantly illustrated in collage, the pages vary in size with the size of the animal. Concepts concerning time, natural cycles, and relative size and questions about manners and social behavior are dealt with in a humorous story about a bad-tempered, boastful ladybug.",The Grouchy Ladybug,Eric Carle
D'Aulaires' Book of Greek Myths,Ingri d'Aulaire,https://www.goodreads.com/book/show/79626.D_Aulaires_Book_of_Greek_Myths,D'Aulaires' Book of Greek Myths,Ingri Parin D'Aulaire,https://covers.openlibrary.org/b/id/10692832-L.jpg,https://openlibrary.org/works/OL4771358W,A re-telling of the myths of ancient Greece for children.,D'Aulaires' Book Of Greek Myths,Ingri D'Aulaire
"Beezus and Ramona (Ramona, #1)",Beverly Cleary,https://www.goodreads.com/book/show/91244.Beezus_and_Ramona,Beezus and Ramona,Beverly Cleary,https://covers.openlibrary.org/b/id/9404116-L.jpg,https://openlibrary.org/works/OL151996W,"Beezus and Ramona is a 1955 children's novel written by Beverly Cleary. It is the first of Cleary's books to focus on Ramona Quimby and her sister Beatrice, known as Beezus. Beezus and Ramona is realistic fiction, written from nine-year-old Beezus's point of view, as she struggles to get along with her four-year-old sister. Eventually becoming the first book of the Ramona series, it was originally illustrated by Louis Darling.


----------
Also included in:

 - [Best of Ramona](https://openlibrary.org/works/OL20587275W)
 - [Trouble with Ramona and Beezus](https://openlibrary.org/works/OL17377136W)","Beezus And Ramona (Ramona, #1)",Beverly Cleary
The Graveyard Book,Neil Gaiman,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,The Graveyard Book,Neil Gaiman,https://covers.openlibrary.org/b/id/7099583-L.jpg,https://openlibrary.org/works/OL679348W,"Bod is an unusual boy who inhabits an unusual place—he's the only living resident of a graveyard. Raised from infancy by the ghosts, werewolves, and other cemetery denizens, Bod has learned the antiquated customs of his guardians' time as well as their ghostly teachings—such as the ability to Fade so mere mortals cannot see him.

Can a boy raised by ghosts face the wonders and terrors of the worlds of both the living and the dead?

The Graveyard Book is the winner of the Newbery Medal, the Carnegie Medal, the Hugo Award for best novel, the Locus Award for Young Adult novel, the American Bookseller Association’s “Best Indie Young Adult Buzz Book,” a Horn Book Honor, and Audio Book of the Year.",The Graveyard Book,Neil Gaiman
Cheaper by the Dozen,Frank B. Gilbreth Jr.,https://www.goodreads.com/book/show/764903.Cheaper_by_the_Dozen,Cheaper by the Dozen (Cheaper by the Dozen #1),"Frank B. Gilbreth, Jr.",https://covers.openlibrary.org/b/id/7410688-L.jpg,https://openlibrary.org/works/OL3926217W,"A wonderful memoir of a large and wild family during the early part of the 20th century.  The ""progressive"" parenting and lifestyle of the parents, the hilarious trials and tribulations of the children, and the many adventures through these very interesting decades provide an engrossing and endearing read.",Cheaper By The Dozen,Frank B. Gilbreth Jr.
